"Date","Price","Open","High","Low","Vol.","Change %"
"07/01/2022","7.3725","7.3563","7.4202","7.3410","","0.29%"
"06/30/2022","7.3512","7.3479","7.4243","7.3303","","0.21%"
"06/29/2022","7.3358","7.3229","7.3550","7.3029","","0.29%"
"06/28/2022","7.3144","7.2734","7.3226","7.2464","","0.70%"
"06/27/2022","7.2639","7.3122","7.3221","7.2594","","-0.62%"
"06/24/2022","7.3090","7.3186","7.3361","7.2878","","-0.04%"
"06/23/2022","7.3120","7.2769","7.3460","7.2586","","0.53%"
"06/22/2022","7.2735","7.2931","7.3351","7.2388","","-0.16%"
"06/21/2022","7.2853","7.2850","7.3079","7.2488","","0.15%"
"06/20/2022","7.2746","7.3306","7.3477","7.2750","","-0.59%"
"06/17/2022","7.3181","7.3296","7.3659","7.3090","","0.01%"
"06/16/2022","7.3174","7.3429","7.4149","7.3067","","-0.32%"
"06/15/2022","7.3410","7.3242","7.3954","7.2635","","0.40%"
"06/14/2022","7.3117","7.3113","7.3351","7.2674","","0.05%"
"06/13/2022","7.3079","7.2039","7.3288","7.1985","","1.30%"
"06/10/2022","7.2140","7.1712","7.2400","7.1592","","0.61%"
"06/09/2022","7.1706","7.1320","7.1814","7.0944","","0.51%"
"06/08/2022","7.1343","7.1249","7.1568","7.0982","","0.28%"
"06/07/2022","7.1142","7.1073","7.1606","7.0960","","0.07%"
"06/06/2022","7.1095","7.0939","7.1260","7.0795","","0.20%"
"06/03/2022","7.0952","7.0887","7.1079","7.0560","","0.37%"
"06/02/2022","7.0687","7.1652","7.1764","7.0690","","-1.24%"
"06/01/2022","7.1578","7.1253","7.1798","7.1126","","0.63%"
"05/31/2022","7.1130","7.1367","7.1769","7.1181","","-0.15%"
"05/30/2022","7.1238","7.1799","7.1925","7.1238","","-0.52%"
"05/27/2022","7.1611","7.1835","7.2032","7.1572","","-0.13%"
"05/26/2022","7.1701","7.1607","7.2158","7.1521","","0.10%"
"05/25/2022","7.1630","7.1150","7.1951","7.1072","","0.75%"
"05/24/2022","7.1100","7.1460","7.1706","7.1087","","-0.46%"
"05/23/2022","7.1428","7.2116","7.2346","7.1368","","-0.68%"
"05/20/2022","7.1918","7.1852","7.2256","7.1695","","0.23%"
"05/19/2022","7.1750","7.2255","7.2490","7.1670","","-0.55%"
"05/18/2022","7.2149","7.1661","7.2386","7.1530","","0.72%"
"05/17/2022","7.1630","7.2295","7.2485","7.1362","","-0.83%"
"05/16/2022","7.2226","7.2275","7.2445","7.2069","","0.03%"
"05/13/2022","7.2204","7.2600","7.2822","7.2088","","-0.53%"
"05/12/2022","7.2586","7.2497","7.2920","7.2290","","0.24%"
"05/11/2022","7.2412","7.2487","7.2620","7.1785","","0.14%"
"05/10/2022","7.2313","7.2552","7.2717","7.1999","","-0.24%"
"05/09/2022","7.2487","7.1804","7.2785","7.1547","","1.02%"
"05/06/2022","7.1756","7.1889","7.2236","7.1270","","-0.08%"
"05/05/2022","7.1810","7.0974","7.2040","7.0725","","1.32%"
"05/04/2022","7.0873","7.1358","7.1595","7.0780","","-0.51%"
"05/03/2022","7.1237","7.1553","7.1688","7.1079","","-0.25%"
"05/02/2022","7.1419","7.1044","7.1656","7.0729","","0.66%"
"04/29/2022","7.0951","7.1187","7.1388","7.0574","","-0.26%"
"04/28/2022","7.1134","7.1252","7.1448","7.0103","","-0.12%"
"04/27/2022","7.1221","7.1385","7.1585","7.1041","","-0.19%"
"04/26/2022","7.1359","7.0645","7.1466","7.0568","","1.05%"
"04/25/2022","7.0617","6.9394","7.0894","6.9319","","1.67%"
"04/22/2022","6.9456","6.9745","6.9984","6.9204","","-0.38%"
"04/21/2022","6.9721","6.9192","6.9906","6.8878","","0.75%"
"04/20/2022","6.9203","6.9715","6.9820","6.9085","","-0.71%"
"04/19/2022","6.9697","7.0486","7.0634","6.9679","","-1.08%"
"04/18/2022","7.0460","7.0575","7.0675","7.0267","","0.12%"
"04/15/2022","7.0376","7.0208","7.0654","7.0074","","0.30%"
"04/14/2022","7.0167","6.9541","7.0460","6.9482","","0.94%"
"04/13/2022","6.9515","6.9766","7.0108","6.9450","","-0.34%"
"04/12/2022","6.9754","6.9602","6.9876","6.9381","","0.24%"
"04/11/2022","6.9586","6.9308","6.9676","6.8849","","0.54%"
"04/08/2022","6.9215","6.9497","6.9691","6.9160","","-0.39%"
"04/07/2022","6.9484","6.9719","6.9893","6.9281","","-0.32%"
"04/06/2022","6.9705","6.9376","6.9865","6.9091","","0.54%"
"04/05/2022","6.9330","6.9443","6.9585","6.8964","","-0.09%"
"04/04/2022","6.9395","6.9065","6.9630","6.8904","","0.50%"
"04/01/2022","6.9052","6.9348","6.9419","6.8861","","-0.44%"
"03/31/2022","6.9357","6.8416","6.9429","6.8232","","1.40%"
"03/30/2022","6.8400","6.8747","6.8893","6.8308","","-0.43%"
"03/29/2022","6.8692","6.9754","6.9920","6.8254","","-1.48%"
"03/28/2022","6.9722","6.9378","7.0222","6.9211","","0.58%"
"03/25/2022","6.9323","6.9359","6.9485","6.9081","","-0.01%"
"03/24/2022","6.9330","6.9559","6.9824","6.9064","","-0.22%"
"03/23/2022","6.9483","6.9604","6.9901","6.9359","","-0.06%"
"03/22/2022","6.9527","6.9935","7.0166","6.9234","","-0.51%"
"03/21/2022","6.9884","6.9519","7.0005","6.9330","","0.64%"
"03/18/2022","6.9438","6.9562","6.9833","6.9310","","-0.14%"
"03/17/2022","6.9537","6.9251","6.9861","6.9183","","0.48%"
"03/16/2022","6.9206","7.0437","7.0790","6.9173","","-1.55%"
"03/15/2022","7.0299","7.0382","7.0635","6.9940","","-0.02%"
"03/14/2022","7.0312","7.1377","7.1796","6.9958","","-1.44%"
"03/11/2022","7.1340","7.1304","7.1803","7.0683","","0.13%"
"03/10/2022","7.1244","7.1323","7.1857","7.0826","","0.05%"
"03/09/2022","7.1211","7.2858","7.2915","7.1041","","-2.12%"
"03/08/2022","7.2750","7.3460","7.3590","7.2270","","-0.88%"
"03/07/2022","7.3399","7.2521","7.3804","7.2215","","1.24%"
"03/04/2022","7.2497","7.1771","7.3148","7.1639","","1.05%"
"03/03/2022","7.1746","7.1490","7.2089","7.1251","","0.41%"
"03/02/2022","7.1450","7.0925","7.1882","7.0798","","0.77%"
"03/01/2022","7.0901","7.0018","7.1241","6.9701","","1.30%"
"02/28/2022","6.9994","6.9942","7.1066","6.9472","","0.97%"
"02/25/2022","6.9320","7.0050","7.0486","6.9310","","-0.94%"
"02/24/2022","6.9975","6.9717","7.1016","6.9602","","0.40%"
"02/23/2022","6.9693","6.9433","6.9918","6.9155","","0.52%"
"02/22/2022","6.9334","7.0225","7.0310","6.9163","","-1.23%"
"02/21/2022","7.0195","6.9785","7.0290","6.9267","","0.58%"
"02/18/2022","6.9791","6.9560","6.9960","6.9089","","0.36%"
"02/17/2022","6.9541","6.9015","6.9794","6.8966","","0.82%"
"02/16/2022","6.8977","6.9040","6.9328","6.8788","","-0.07%"
"02/15/2022","6.9026","6.9745","6.9878","6.8843","","-0.84%"
"02/14/2022","6.9610","6.9363","7.0128","6.8949","","0.59%"
"02/11/2022","6.9199","6.9149","6.9532","6.8763","","0.17%"
"02/10/2022","6.9079","6.7944","6.9324","6.7667","","1.73%"
"02/09/2022","6.7901","6.7973","6.8101","6.7651","","-0.05%"
"02/08/2022","6.7934","6.7894","6.8224","6.7779","","0.14%"
"02/07/2022","6.7841","6.8017","6.8196","6.7787","","-0.22%"
"02/04/2022","6.7993","6.7687","6.8118","6.7476","","0.50%"
"02/03/2022","6.7654","6.8288","6.8426","6.7442","","-0.90%"
"02/02/2022","6.8266","6.8667","6.8735","6.8042","","-0.53%"
"02/01/2022","6.8630","6.8984","6.9212","6.8541","","-0.46%"
"01/31/2022","6.8947","6.9620","6.9736","6.8861","","-0.93%"
"01/28/2022","6.9596","6.9429","6.9882","6.9198","","0.40%"
"01/27/2022","6.9316","6.9091","6.9610","6.8931","","0.59%"
"01/26/2022","6.8909","6.8867","6.9341","6.8658","","0.09%"
"01/25/2022","6.8845","6.8810","6.9321","6.8670","","0.09%"
"01/24/2022","6.8786","6.8372","6.9296","6.8222","","0.70%"
"01/21/2022","6.8310","6.8499","6.8636","6.8008","","-0.20%"
"01/20/2022","6.8448","6.7610","6.8622","6.7407","","1.30%"
"01/19/2022","6.7570","6.7583","6.7792","6.7463","","-0.03%"
"01/18/2022","6.7592","6.6895","6.7776","6.6782","","1.21%"
"01/17/2022","6.6781","6.6947","6.7067","6.6662","","-0.17%"
"01/14/2022","6.6898","6.6349","6.7035","6.6210","","0.82%"
"01/13/2022","6.6357","6.6447","6.6575","6.6164","","-0.13%"
"01/12/2022","6.6443","6.6936","6.7057","6.6325","","-0.61%"
"01/11/2022","6.6853","6.7143","6.7281","6.6857","","-0.28%"
"01/10/2022","6.7043","6.6776","6.7405","6.6719","","0.53%"
"01/07/2022","6.6687","6.7263","6.7384","6.6704","","-0.69%"
"01/06/2022","6.7149","6.7123","6.7372","6.6915","","0.16%"
"01/05/2022","6.7045","6.7091","6.7342","6.6683","","0.05%"
"01/04/2022","6.7009","6.7277","6.7389","6.6927","","-0.33%"
"01/03/2022","6.7228","6.7006","6.7462","6.6908","","0.37%"
"12/31/2021","6.6982","6.6943","6.7302","6.6778","","0.47%"
"12/30/2021","6.6671","6.6774","6.7077","6.6672","","0.04%"
"12/29/2021","6.6642","6.6862","6.7116","6.6683","","-0.22%"
"12/28/2021","6.6788","6.7018","6.7336","6.6754","","-0.33%"
"12/27/2021","6.7010","6.7060","6.7396","6.6903","","0.11%"
"12/24/2021","6.6934","6.6883","6.7411","6.6707","","0.10%"
"12/23/2021","6.6864","6.6667","6.7222","6.6530","","0.38%"
"12/22/2021","6.6608","6.6943","6.7189","6.6601","","-0.45%"
"12/21/2021","6.6911","6.6923","6.7165","6.6765","","0.15%"
"12/20/2021","6.6808","6.6828","6.7080","6.6627","","0.10%"
"12/17/2021","6.6741","6.6293","6.6955","6.6091","","0.70%"
"12/16/2021","6.6279","6.6510","6.6631","6.6068","","-0.30%"
"12/15/2021","6.6476","6.6725","6.6951","6.6375","","-0.33%"
"12/14/2021","6.6695","6.6508","6.6801","6.6294","","0.40%"
"12/13/2021","6.6431","6.6395","6.6609","6.6244","","0.18%"
"12/10/2021","6.6312","6.6435","6.6765","6.6243","","-0.02%"
"12/09/2021","6.6325","6.6397","6.6623","6.6235","","-0.13%"
"12/08/2021","6.6410","6.6640","6.6991","6.6248","","-0.22%"
"12/07/2021","6.6554","6.6453","6.6810","6.6209","","0.21%"
"12/06/2021","6.6413","6.6656","6.6984","6.6294","","-0.28%"
"12/03/2021","6.6597","6.6055","6.6903","6.5992","","0.83%"
"12/02/2021","6.6051","6.6488","6.6700","6.5999","","-0.64%"
"12/01/2021","6.6478","6.6128","6.6585","6.5939","","0.58%"
"11/30/2021","6.6095","6.6241","6.6499","6.5961","","-0.18%"
"11/29/2021","6.6215","6.6803","6.6940","6.6174","","-0.60%"
"11/26/2021","6.6614","6.6448","6.7011","6.6189","","0.32%"
"11/25/2021","6.6403","6.6767","6.6823","6.6192","","-0.41%"
"11/24/2021","6.6679","6.6220","6.6846","6.6097","","0.71%"
"11/23/2021","6.6206","6.5925","6.6301","6.5711","","0.40%"
"11/22/2021","6.5943","6.5767","6.6076","6.5552","","0.30%"
"11/19/2021","6.5744","6.5356","6.5908","6.5248","","0.61%"
"11/18/2021","6.5343","6.5383","6.5525","6.5173","","0.00%"
"11/17/2021","6.5341","6.5521","6.5742","6.5122","","-0.24%"
"11/16/2021","6.5499","6.5042","6.5605","6.4847","","0.76%"
"11/15/2021","6.5007","6.4743","6.5084","6.4594","","0.48%"
"11/12/2021","6.4695","6.4275","6.4889","6.4151","","0.78%"
"11/11/2021","6.4195","6.4292","6.4447","6.4156","","-0.13%"
"11/10/2021","6.4281","6.3664","6.4413","6.3561","","1.01%"
"11/09/2021","6.3638","6.3648","6.3793","6.3390","","0.07%"
"11/08/2021","6.3595","6.3510","6.3934","6.3296","","0.26%"
"11/05/2021","6.3429","6.3574","6.3722","6.3379","","-0.21%"
"11/04/2021","6.3560","6.3355","6.3661","6.3203","","0.37%"
"11/03/2021","6.3325","6.3563","6.3748","6.3221","","-0.35%"
"11/02/2021","6.3545","6.3172","6.3665","6.3073","","0.75%"
"11/01/2021","6.3070","6.3720","6.3833","6.3108","","-0.92%"
"10/29/2021","6.3653","6.3341","6.3818","6.3253","","0.61%"
"10/28/2021","6.3267","6.3676","6.3892","6.3306","","-0.59%"
"10/27/2021","6.3643","6.3893","6.4130","6.3464","","-0.28%"
"10/26/2021","6.3820","6.3900","6.4041","6.3766","","-0.08%"
"10/25/2021","6.3872","6.3645","6.4022","6.3485","","0.57%"
"10/22/2021","6.3511","6.3847","6.4022","6.3500","","-0.48%"
"10/21/2021","6.3815","6.3926","6.4034","6.3762","","-0.06%"
"10/20/2021","6.3851","6.4105","6.4291","6.3873","","-0.34%"
"10/19/2021","6.4070","6.4140","6.4263","6.3918","","0.00%"
"10/18/2021","6.4067","6.3829","6.4282","6.3740","","0.42%"
"10/15/2021","6.3802","6.4049","6.4204","6.3797","","-0.36%"
"10/14/2021","6.4030","6.4291","6.4486","6.3821","","-0.37%"
"10/13/2021","6.4268","6.4750","6.4852","6.4229","","-0.63%"
"10/12/2021","6.4675","6.4718","6.4821","6.4462","","-0.05%"
"10/11/2021","6.4705","6.4467","6.4766","6.4338","","0.45%"
"10/08/2021","6.4416","6.4641","6.4875","6.4344","","-0.31%"
"10/07/2021","6.4614","6.4774","6.4904","6.4559","","-0.21%"
"10/06/2021","6.4751","6.4415","6.4856","6.4338","","0.53%"
"10/05/2021","6.4411","6.4330","6.4492","6.4195","","0.37%"
"10/04/2021","6.4171","6.4564","6.4639","6.4176","","-0.47%"
"10/01/2021","6.4472","6.4518","6.4699","6.4398","","-0.06%"
"09/30/2021","6.4510","6.4704","6.4771","6.4386","","-0.29%"
"09/29/2021","6.4698","6.4338","6.4753","6.4222","","0.62%"
"09/28/2021","6.4301","6.4345","6.4460","6.4227","","-0.05%"
"09/27/2021","6.4332","6.3889","6.4400","6.3780","","0.73%"
"09/24/2021","6.3866","6.3973","6.4111","6.3802","","0.01%"
"09/23/2021","6.3859","6.4223","6.4332","6.3894","","-0.52%"
"09/22/2021","6.4194","6.4197","6.4345","6.3970","","-0.04%"
"09/21/2021","6.4217","6.4157","6.4328","6.4029","","0.10%"
"09/20/2021","6.4154","6.4299","6.4645","6.4099","","-0.26%"
"09/17/2021","6.4320","6.4099","6.4458","6.3948","","0.41%"
"09/16/2021","6.4059","6.3967","6.4367","6.3870","","0.26%"
"09/15/2021","6.3894","6.4006","6.4175","6.3879","","-0.18%"
"09/14/2021","6.4012","6.4154","6.4231","6.3773","","-0.12%"
"09/13/2021","6.4089","6.4331","6.4447","6.4052","","-0.37%"
"09/10/2021","6.4324","6.4078","6.4453","6.3994","","0.44%"
"09/09/2021","6.4040","6.4104","6.4287","6.3977","","-0.10%"
"09/08/2021","6.4101","6.3819","6.4176","6.3703","","0.51%"
"09/07/2021","6.3774","6.3816","6.3935","6.3549","","-0.02%"
"09/06/2021","6.3789","6.3727","6.3932","6.3595","","0.24%"
"09/03/2021","6.3635","6.3825","6.4116","6.3629","","-0.18%"
"09/02/2021","6.3752","6.4050","6.4217","6.3780","","-0.30%"
"09/01/2021","6.3943","6.4135","6.4297","6.3955","","-0.26%"
"08/31/2021","6.4107","6.4102","6.4344","6.3858","","0.03%"
"08/30/2021","6.4089","6.4226","6.4360","6.4031","","-0.09%"
"08/27/2021","6.4144","6.4247","6.4562","6.4130","","-0.15%"
"08/26/2021","6.4241","6.4155","6.4541","6.4089","","0.13%"
"08/25/2021","6.4156","6.4185","6.4393","6.4077","","-0.03%"
"08/24/2021","6.4177","6.4279","6.4390","6.4054","","-0.12%"
"08/23/2021","6.4256","6.4650","6.4822","6.4113","","-0.61%"
"08/20/2021","6.4648","6.4434","6.4958","6.4420","","0.32%"
"08/19/2021","6.4442","6.4181","6.4593","6.4065","","0.48%"
"08/18/2021","6.4135","6.4285","6.4432","6.4003","","-0.21%"
"08/17/2021","6.4272","6.3828","6.4401","6.3646","","0.73%"
"08/16/2021","6.3808","6.3835","6.3952","6.3640","","-0.06%"
"08/13/2021","6.3847","6.3967","6.4090","6.3646","","-0.20%"
"08/12/2021","6.3976","6.4067","6.4152","6.3808","","0.00%"
"08/11/2021","6.3973","6.4139","6.4323","6.3972","","-0.09%"
"08/10/2021","6.4028","6.4187","6.4255","6.4026","","-0.21%"
"08/09/2021","6.4161","6.3952","6.4250","6.3822","","0.32%"
"08/06/2021","6.3955","6.3742","6.4051","6.3607","","0.39%"
"08/05/2021","6.3709","6.3731","6.3928","6.3636","","-0.01%"
"08/04/2021","6.3713","6.3637","6.3831","6.3551","","0.17%"
"08/03/2021","6.3608","6.3495","6.3714","6.3394","","0.16%"
"08/02/2021","6.3505","6.3491","6.3748","6.3295","","0.23%"
"07/30/2021","6.3360","6.3263","6.3647","6.3123","","0.33%"
"07/29/2021","6.3152","6.3418","6.3586","6.3138","","-0.36%"
"07/28/2021","6.3377","6.3444","6.3699","6.3155","","-0.03%"
"07/27/2021","6.3396","6.3496","6.3783","6.3228","","-0.12%"
"07/26/2021","6.3474","6.3854","6.4079","6.3435","","-0.60%"
"07/23/2021","6.3858","6.3829","6.4027","6.3726","","0.09%"
"07/22/2021","6.3798","6.3729","6.3932","6.3457","","0.16%"
"07/21/2021","6.3697","6.3741","6.3835","6.3531","","0.11%"
"07/20/2021","6.3624","6.3741","6.3868","6.3512","","-0.11%"
"07/19/2021","6.3697","6.3864","6.4127","6.3647","","-0.39%"
"07/16/2021","6.3946","6.3930","6.4098","6.3843","","0.05%"
"07/15/2021","6.3911","6.3676","6.4090","6.3609","","0.52%"
"07/14/2021","6.3581","6.3854","6.3981","6.3615","","-0.42%"
"07/13/2021","6.3847","6.3523","6.3931","6.3411","","0.54%"
"07/12/2021","6.3505","6.3400","6.3797","6.3304","","0.24%"
"07/09/2021","6.3356","6.3361","6.3724","6.3285","","-0.03%"
"07/08/2021","6.3374","6.3935","6.4035","6.3348","","-0.72%"
"07/07/2021","6.3834","6.3815","6.4066","6.3598","","0.09%"
"07/06/2021","6.3777","6.3609","6.3899","6.3426","","0.41%"
"07/05/2021","6.3514","6.3389","6.3704","6.3301","","0.20%"
"07/02/2021","6.3389","6.3595","6.3753","6.3369","","-0.31%"
"07/01/2021","6.3584","6.3575","6.3788","6.3472","","0.04%"
"06/30/2021","6.3557","6.3430","6.3889","6.3229","","0.29%"
"06/29/2021","6.3375","6.3375","6.3577","6.3298","","0.05%"
"06/28/2021","6.3343","6.3311","6.3652","6.2998","","0.32%"
"06/25/2021","6.3139","6.3087","6.3330","6.2953","","0.16%"
"06/24/2021","6.3037","6.3293","6.3423","6.2898","","0.13%"
"06/23/2021","6.2957","6.3034","6.3400","6.2912","","-0.07%"
"06/22/2021","6.2999","6.3567","6.3790","6.2984","","-0.72%"
"06/21/2021","6.3456","6.3960","6.4243","6.3456","","-0.69%"
"06/18/2021","6.3898","6.3734","6.4230","6.3412","","0.34%"
"06/17/2021","6.3683","6.3288","6.3857","6.3201","","0.68%"
"06/16/2021","6.3256","6.2706","6.3382","6.2645","","0.91%"
"06/15/2021","6.2683","6.2755","6.2915","6.2558","","-0.09%"
"06/14/2021","6.2741","6.2646","6.2913","6.2601","","0.07%"
"06/11/2021","6.2695","6.2327","6.2857","6.2273","","0.63%"
"06/10/2021","6.2304","6.2399","6.2556","6.2263","","-0.12%"
"06/09/2021","6.2376","6.2523","6.2594","6.2273","","-0.14%"
"06/08/2021","6.2462","6.2373","6.2631","6.2351","","0.06%"
"06/07/2021","6.2426","6.2585","6.2699","6.2386","","0.10%"
"06/04/2021","6.2364","6.2758","6.3081","6.2387","","-0.60%"
"06/03/2021","6.2739","6.2512","6.2845","6.2424","","0.41%"
"06/02/2021","6.2483","6.2565","6.2737","6.2399","","-0.03%"
"06/01/2021","6.2501","6.2790","6.2914","6.2366","","-0.43%"
"05/31/2021","6.2768","6.2930","6.3021","6.2641","","0.02%"
"05/28/2021","6.2757","6.2498","6.3101","6.2445","","0.46%"
"05/27/2021","6.2468","6.2749","6.2994","6.2389","","-0.42%"
"05/26/2021","6.2731","6.2289","6.2825","6.2237","","0.74%"
"05/25/2021","6.2270","6.2649","6.2741","6.2205","","-0.43%"
"05/24/2021","6.2542","6.2450","6.2687","6.2339","","0.14%"
"05/21/2021","6.2453","6.2387","6.2642","6.2186","","0.18%"
"05/20/2021","6.2340","6.2601","6.2784","6.2329","","-0.33%"
"05/19/2021","6.2544","6.2278","6.2698","6.2178","","0.46%"
"05/18/2021","6.2260","6.2385","6.2605","6.2210","","-0.16%"
"05/17/2021","6.2358","6.2737","6.2776","6.2318","","-0.28%"
"05/14/2021","6.2531","6.2990","6.3199","6.2464","","-0.71%"
"05/13/2021","6.2980","6.3194","6.3306","6.2917","","-0.27%"
"05/12/2021","6.3148","6.2766","6.3349","6.2604","","0.65%"
"05/11/2021","6.2743","6.2941","6.3098","6.2590","","-0.19%"
"05/10/2021","6.2863","6.2723","6.3092","6.2594","","0.29%"
"05/07/2021","6.2684","6.3187","6.3413","6.2635","","-0.73%"
"05/06/2021","6.3144","6.3559","6.3647","6.3155","","-0.53%"
"05/05/2021","6.3481","6.3479","6.3814","6.3352","","0.04%"
"05/04/2021","6.3454","6.3273","6.3734","6.3149","","0.35%"
"05/03/2021","6.3230","6.3639","6.3733","6.3223","","-0.63%"
"04/30/2021","6.3634","6.3190","6.3753","6.2990","","0.87%"
"04/29/2021","6.3088","6.2930","6.3386","6.2813","","0.30%"
"04/28/2021","6.2902","6.3156","6.3362","6.2873","","-0.36%"
"04/27/2021","6.3131","6.3254","6.3540","6.3083","","-0.07%"
"04/26/2021","6.3176","6.3204","6.3529","6.3022","","0.07%"
"04/23/2021","6.3132","6.3433","6.3813","6.3133","","-0.38%"
"04/22/2021","6.3375","6.3294","6.3727","6.3158","","0.27%"
"04/21/2021","6.3202","6.3485","6.3737","6.3226","","-0.37%"
"04/20/2021","6.3436","6.3106","6.3535","6.3028","","0.56%"
"04/19/2021","6.3081","6.3264","6.3574","6.2940","","-0.10%"
"04/16/2021","6.3143","6.3331","6.3569","6.3086","","-0.25%"
"04/15/2021","6.3303","6.3373","6.3748","6.3167","","-0.07%"
"04/14/2021","6.3345","6.3454","6.3670","6.3268","","-0.13%"
"04/13/2021","6.3430","6.3932","6.4050","6.3448","","-0.75%"
"04/12/2021","6.3910","6.3779","6.4019","6.3614","","0.50%"
"04/09/2021","6.3590","6.3700","6.3941","6.3587","","-0.09%"
"04/08/2021","6.3645","6.4328","6.4454","6.3624","","-1.02%"
"04/07/2021","6.4304","6.4317","6.4453","6.4176","","-0.02%"
"04/06/2021","6.4318","6.4866","6.5041","6.4270","","-0.82%"
"04/05/2021","6.4852","6.4730","6.5145","6.4583","","0.21%"
"04/02/2021","6.4718","6.4728","6.4979","6.4664","","-0.09%"
"04/01/2021","6.4779","6.4931","6.5075","6.4703","","-0.17%"
"03/31/2021","6.4889","6.4809","6.5010","6.4725","","0.16%"
"03/30/2021","6.4785","6.4499","6.5007","6.4343","","0.51%"
"03/29/2021","6.4456","6.4234","6.4626","6.4117","","0.39%"
"03/26/2021","6.4203","6.4135","6.4453","6.3999","","0.10%"
"03/25/2021","6.4138","6.3973","6.4314","6.3789","","0.37%"
"03/24/2021","6.3903","6.3903","6.4124","6.3737","","0.03%"
"03/23/2021","6.3884","6.3405","6.3998","6.3287","","0.68%"
"03/22/2021","6.3455","6.3702","6.3895","6.3400","","-0.27%"
"03/19/2021","6.3626","6.3404","6.3846","6.3183","","0.37%"
"03/18/2021","6.3390","6.3100","6.3544","6.2948","","0.50%"
"03/17/2021","6.3072","6.3176","6.3393","6.2996","","-0.14%"
"03/16/2021","6.3159","6.3280","6.3566","6.3032","","-0.12%"
"03/15/2021","6.3234","6.3146","6.3548","6.2986","","0.32%"
"03/12/2021","6.3031","6.3065","6.3412","6.2968","","-0.02%"
"03/11/2021","6.3042","6.3088","6.3367","6.2963","","-0.04%"
"03/10/2021","6.3065","6.3257","6.3580","6.3066","","-0.11%"
"03/09/2021","6.3132","6.3561","6.3677","6.3169","","-0.67%"
"03/08/2021","6.3561","6.3545","6.3762","6.3395","","0.04%"
"03/05/2021","6.3536","6.3502","6.3844","6.3389","","0.08%"
"03/04/2021","6.3483","6.3211","6.3609","6.3053","","0.47%"
"03/03/2021","6.3188","6.2985","6.3249","6.2846","","0.41%"
"03/02/2021","6.2930","6.3434","6.3621","6.2951","","-0.80%"
"03/01/2021","6.3435","6.3384","6.3780","6.3174","","0.18%"
"02/26/2021","6.3319","6.2677","6.3447","6.2389","","1.20%"
"02/25/2021","6.2571","6.2720","6.2836","6.2302","","-0.20%"
"02/24/2021","6.2697","6.2708","6.3089","6.2568","","0.00%"
"02/23/2021","6.2696","6.2559","6.2950","6.2434","","0.16%"
"02/22/2021","6.2596","6.2510","6.2741","6.2325","","0.16%"
"02/19/2021","6.2494","6.2674","6.2864","6.2366","","-0.28%"
"02/18/2021","6.2668","6.2696","6.2867","6.2524","","0.03%"
"02/17/2021","6.2647","6.2410","6.2807","6.2323","","0.33%"
"02/16/2021","6.2443","6.2607","6.2694","6.2372","","-0.03%"
"02/15/2021","6.2460","6.2705","6.2794","6.2466","","-0.25%"
"02/12/2021","6.2615","6.2842","6.3036","6.2617","","-0.28%"
"02/11/2021","6.2792","6.2701","6.2980","6.2628","","0.14%"
"02/10/2021","6.2706","6.2744","6.2865","6.2450","","0.01%"
"02/09/2021","6.2698","6.2926","6.3121","6.2712","","-0.33%"
"02/08/2021","6.2904","6.2865","6.3097","6.2655","","0.46%"
"02/05/2021","6.2613","6.3294","6.3446","6.2627","","-1.06%"
"02/04/2021","6.3282","6.3046","6.3390","6.2952","","0.43%"
"02/03/2021","6.3014","6.3005","6.3302","6.2950","","0.04%"
"02/02/2021","6.2987","6.3222","6.3428","6.2952","","-0.32%"
"02/01/2021","6.3191","6.2718","6.3359","6.2539","","0.49%"
"01/29/2021","6.2882","6.2704","6.3074","6.2461","","0.64%"
"01/28/2021","6.2481","6.2874","6.3102","6.2552","","-0.57%"
"01/27/2021","6.2837","6.2658","6.3129","6.2537","","0.32%"
"01/26/2021","6.2635","6.2396","6.2938","6.2293","","0.51%"
"01/25/2021","6.2315","6.2470","6.2804","6.2197","","-0.19%"
"01/22/2021","6.2431","6.2524","6.2670","6.2325","","-0.15%"
"01/21/2021","6.2526","6.3096","6.3166","6.2481","","-0.64%"
"01/20/2021","6.2931","6.2801","6.3246","6.2603","","0.27%"
"01/19/2021","6.2759","6.3003","6.3231","6.2581","","-0.17%"
"01/18/2021","6.2868","6.3051","6.3398","6.2875","","-0.32%"
"01/15/2021","6.3069","6.2721","6.3214","6.2533","","0.58%"
"01/14/2021","6.2706","6.2927","6.3094","6.2585","","-0.33%"
"01/13/2021","6.2913","6.2330","6.3063","6.2195","","0.98%"
"01/12/2021","6.2302","6.2396","6.2589","6.2208","","-0.14%"
"01/11/2021","6.2391","6.2150","6.2573","6.2030","","0.65%"
"01/08/2021","6.1985","6.1813","6.2288","6.1705","","0.51%"
"01/07/2021","6.1669","6.1982","6.2394","6.1718","","-0.43%"
"01/06/2021","6.1937","6.2071","6.2217","6.1713","","-0.11%"
"01/05/2021","6.2003","6.2495","6.2647","6.1993","","-0.59%"
"01/04/2021","6.2372","6.2222","6.2617","6.1926","","0.48%"
"01/01/2021","6.2072","6.2271","6.2318","6.2114","","-0.14%"
"12/31/2020","6.2158","6.1962","6.2421","6.1650","","0.36%"
"12/30/2020","6.1934","6.1844","6.2039","6.1583","","0.34%"
