"Date","Price","Open","High","Low","Vol.","Change %"
"12/29/2020","6.1723","6.2222","6.2499","6.1616","","-0.55%"
"12/28/2020","6.2063","6.2228","6.2530","6.1866","","0.19%"
"12/25/2020","6.1944","6.2148","6.2362","6.1912","","-0.16%"
"12/24/2020","6.2042","6.2369","6.2639","6.2031","","-0.19%"
"12/23/2020","6.2162","6.2513","6.2607","6.2108","","-0.50%"
"12/22/2020","6.2472","6.1884","6.2604","6.1747","","1.11%"
"12/21/2020","6.1785","6.2316","6.2993","6.1828","","-0.60%"
"12/18/2020","6.2161","6.2387","6.2615","6.2123","","-0.30%"
"12/17/2020","6.2350","6.2863","6.2977","6.2201","","-0.79%"
"12/16/2020","6.2845","6.2914","6.3126","6.2628","","0.08%"
"12/15/2020","6.2796","6.3006","6.3178","6.2756","","-0.19%"
"12/14/2020","6.2917","6.3155","6.3386","6.2786","","-0.47%"
"12/11/2020","6.3215","6.3239","6.3555","6.3050","","0.01%"
"12/10/2020","6.3209","6.3478","6.3598","6.3058","","-0.34%"
"12/09/2020","6.3425","6.3353","6.3664","6.3153","","0.17%"
"12/08/2020","6.3320","6.2825","6.3476","6.2729","","0.94%"
"12/07/2020","6.2728","6.3249","6.3652","6.2562","","-0.79%"
"12/04/2020","6.3227","6.3169","6.3540","6.3136","","0.03%"
"12/03/2020","6.3205","6.3307","6.3590","6.3131","","-0.07%"
"12/02/2020","6.3251","6.3415","6.3752","6.3246","","-0.21%"
"12/01/2020","6.3387","6.3877","6.4085","6.3314","","-0.78%"
"11/30/2020","6.3883","6.3384","6.4037","6.3151","","0.72%"
"11/27/2020","6.3424","6.3678","6.3835","6.3342","","-0.38%"
"11/26/2020","6.3668","6.3418","6.3878","6.3329","","0.57%"
"11/25/2020","6.3308","6.3683","6.3936","6.3339","","-0.44%"
"11/24/2020","6.3585","6.4154","6.4425","6.3587","","-0.95%"
"11/23/2020","6.4196","6.4149","6.4411","6.3962","","0.09%"
"11/20/2020","6.4136","6.3935","6.4281","6.3855","","0.33%"
"11/19/2020","6.3923","6.4113","6.4306","6.3851","","-0.20%"
"11/18/2020","6.4049","6.4276","6.4393","6.3960","","-0.14%"
"11/17/2020","6.4138","6.4043","6.4450","6.3930","","0.30%"
"11/16/2020","6.3945","6.4544","6.4674","6.3994","","-0.66%"
"11/13/2020","6.4371","6.4099","6.4660","6.3825","","0.54%"
"11/12/2020","6.4024","6.3983","6.4234","6.3741","","0.23%"
"11/11/2020","6.3874","6.3925","6.4346","6.3799","","0.02%"
"11/10/2020","6.3863","6.4035","6.4327","6.3710","","-0.16%"
"11/09/2020","6.3965","6.4041","6.4434","6.3765","","-0.06%"
"11/06/2020","6.4004","6.4420","6.4869","6.4000","","-0.61%"
"11/05/2020","6.4394","6.4667","6.4893","6.4131","","-0.38%"
"11/04/2020","6.4638","6.4889","6.5413","6.4589","","-0.33%"
"11/03/2020","6.4851","6.5246","6.5448","6.4844","","-0.56%"
"11/02/2020","6.5219","6.5207","6.5599","6.4962","","0.34%"
"10/30/2020","6.5000","6.5352","6.5578","6.4872","","-0.50%"
"10/29/2020","6.5329","6.4812","6.5446","6.4665","","1.08%"
"10/28/2020","6.4634","6.4090","6.4941","6.4032","","0.83%"
"10/27/2020","6.4099","6.4225","6.4451","6.3933","","-0.17%"
"10/26/2020","6.4206","6.4564","6.4682","6.4158","","-0.34%"
"10/23/2020","6.4422","6.4608","6.4798","6.4347","","-0.24%"
"10/22/2020","6.4580","6.4476","6.4935","6.4309","","0.30%"
"10/21/2020","6.4390","6.4443","6.4597","6.4214","","0.00%"
"10/20/2020","6.4390","6.4994","6.5157","6.4387","","-0.87%"
"10/19/2020","6.4957","6.5123","6.5608","6.4713","","-0.27%"
"10/16/2020","6.5134","6.5243","6.5508","6.4880","","-0.15%"
"10/15/2020","6.5231","6.5009","6.5391","6.4819","","0.41%"
"10/14/2020","6.4965","6.4922","6.5129","6.4811","","0.22%"
"10/13/2020","6.4822","6.4932","6.5108","6.4475","","0.13%"
"10/12/2020","6.4740","6.5187","6.5285","6.4719","","-0.20%"
"10/09/2020","6.4868","6.5235","6.5461","6.4833","","-0.50%"
"10/08/2020","6.5193","6.5371","6.5472","6.5129","","-0.11%"
"10/07/2020","6.5267","6.5713","6.5976","6.5254","","-0.33%"
"10/06/2020","6.5486","6.5443","6.5870","6.5268","","0.09%"
"10/05/2020","6.5429","6.5479","6.5807","6.5135","","-0.11%"
"10/02/2020","6.5500","6.5415","6.5662","6.5187","","0.17%"
"10/01/2020","6.5392","6.5585","6.5966","6.5314","","-0.26%"
"09/30/2020","6.5565","6.5507","6.6107","6.5311","","0.20%"
"09/29/2020","6.5435","6.5901","6.6088","6.5433","","-0.53%"
"09/28/2020","6.5782","6.6244","6.6498","6.5672","","-0.67%"
"09/25/2020","6.6223","6.6163","6.6563","6.6023","","0.30%"
"09/24/2020","6.6023","6.5696","6.6417","6.5521","","0.78%"
"09/23/2020","6.5510","6.5303","6.5783","6.5159","","0.36%"
"09/22/2020","6.5276","6.4953","6.5310","6.4858","","0.59%"
"09/21/2020","6.4896","6.4318","6.5174","6.4215","","0.92%"
"09/18/2020","6.4302","6.4655","6.4847","6.4297","","-0.43%"
"09/17/2020","6.4580","6.4853","6.5104","6.4583","","-0.23%"
"09/16/2020","6.4727","6.4599","6.4939","6.4521","","0.24%"
"09/15/2020","6.4571","6.4257","6.4641","6.4184","","0.53%"
"09/14/2020","6.4230","6.4192","6.4436","6.3950","","0.24%"
"09/11/2020","6.4075","6.4063","6.4324","6.3877","","0.21%"
"09/10/2020","6.3940","6.4014","6.4205","6.3696","","-0.05%"
"09/09/2020","6.3972","6.4440","6.4623","6.3934","","-0.68%"
"09/08/2020","6.4410","6.4194","6.4468","6.4071","","0.36%"
"09/07/2020","6.4177","6.4311","6.4440","6.3821","","0.41%"
"09/04/2020","6.3918","6.4026","6.4337","6.3840","","-0.09%"
"09/03/2020","6.3974","6.3966","6.4295","6.3923","","0.13%"
"09/02/2020","6.3890","6.3794","6.4125","6.3675","","0.27%"
"09/01/2020","6.3721","6.3562","6.3939","6.3353","","0.29%"
"08/31/2020","6.3537","6.3701","6.3837","6.3285","","0.04%"
"08/28/2020","6.3513","6.3864","6.4050","6.3331","","-0.42%"
"08/27/2020","6.3783","6.3851","6.4131","6.3547","","0.01%"
"08/26/2020","6.3774","6.3987","6.4352","6.3784","","-0.30%"
"08/25/2020","6.3965","6.4160","6.4345","6.3795","","-0.24%"
"08/24/2020","6.4116","6.4120","6.4267","6.3874","","-0.01%"
"08/21/2020","6.4125","6.3666","6.4283","6.3565","","0.76%"
"08/20/2020","6.3641","6.3507","6.4033","6.3280","","0.42%"
"08/19/2020","6.3375","6.3385","6.3667","6.3232","","0.02%"
"08/18/2020","6.3360","6.3530","6.3663","6.3147","","-0.22%"
"08/17/2020","6.3502","6.3395","6.3660","6.3231","","0.29%"
"08/14/2020","6.3318","6.3344","6.3595","6.3201","","0.12%"
"08/13/2020","6.3240","6.3347","6.3471","6.3088","","-0.19%"
"08/12/2020","6.3361","6.3773","6.4009","6.3233","","-0.54%"
"08/11/2020","6.3705","6.3773","6.3883","6.3505","","0.06%"
"08/10/2020","6.3664","6.3696","6.3896","6.3496","","-0.06%"
"08/07/2020","6.3703","6.3390","6.3915","6.3275","","0.41%"
"08/06/2020","6.3441","6.3274","6.3638","6.3042","","0.29%"
"08/05/2020","6.3255","6.3491","6.3670","6.3207","","-0.34%"
"08/04/2020","6.3469","6.3562","6.3768","6.3359","","-0.06%"
"08/03/2020","6.3504","6.3818","6.4055","6.3502","","-0.39%"
"07/31/2020","6.3753","6.3465","6.3976","6.3096","","0.69%"
"07/30/2020","6.3317","6.3444","6.3941","6.3299","","-0.18%"
"07/29/2020","6.3431","6.3596","6.3821","6.3382","","-0.24%"
"07/28/2020","6.3585","6.3350","6.3720","6.3222","","0.57%"
"07/27/2020","6.3222","6.4053","6.4100","6.3239","","-0.83%"
"07/24/2020","6.3751","6.3958","6.4235","6.3601","","-0.27%"
"07/23/2020","6.3926","6.3917","6.4351","6.3737","","0.05%"
"07/22/2020","6.3897","6.4188","6.4338","6.3807","","-0.44%"
"07/21/2020","6.4182","6.4666","6.4795","6.4080","","-0.38%"
"07/20/2020","6.4430","6.5218","6.5289","6.4508","","-0.81%"
"07/17/2020","6.4956","6.5293","6.5378","6.4802","","-0.45%"
"07/16/2020","6.5249","6.5281","6.5511","6.5009","","0.02%"
"07/15/2020","6.5234","6.5423","6.5601","6.5075","","-0.09%"
"07/14/2020","6.5296","6.6153","6.6250","6.5290","","-1.26%"
"07/13/2020","6.6127","6.6111","6.6353","6.5771","","0.20%"
"07/10/2020","6.5993","6.6331","6.6564","6.5936","","-0.49%"
"07/09/2020","6.6315","6.6144","6.6462","6.5725","","0.59%"
"07/08/2020","6.5928","6.6418","6.6471","6.5851","","-0.68%"
"07/07/2020","6.6382","6.6447","6.6733","6.6191","","0.01%"
"07/06/2020","6.6374","6.6922","6.7162","6.6350","","-0.46%"
"07/03/2020","6.6681","6.6848","6.7046","6.6655","","-0.10%"
"07/02/2020","6.6745","6.6785","6.6972","6.6341","","-0.04%"
"07/01/2020","6.6770","6.6909","6.7195","6.6638","","-0.12%"
"06/30/2020","6.6849","6.6940","6.7203","6.6587","","-0.11%"
"06/29/2020","6.6925","6.6985","6.7253","6.6599","","0.00%"
"06/26/2020","6.6928","6.6906","6.7533","6.6815","","-0.01%"
"06/25/2020","6.6935","6.7208","6.7541","6.6901","","-0.29%"
"06/24/2020","6.7129","6.6800","6.7300","6.6569","","0.53%"
"06/23/2020","6.6777","6.7288","6.7598","6.6628","","-0.73%"
"06/22/2020","6.7270","6.7623","6.7821","6.7143","","-0.66%"
"06/19/2020","6.7720","6.7606","6.7976","6.7387","","0.16%"
"06/18/2020","6.7610","6.7036","6.7753","6.6690","","1.17%"
"06/17/2020","6.6827","6.7224","6.7523","6.6845","","-0.35%"
"06/16/2020","6.7061","6.6714","6.7466","6.6501","","0.53%"
"06/15/2020","6.6710","6.6905","6.7510","6.6659","","-0.31%"
"06/12/2020","6.6915","6.6874","6.7340","6.6475","","0.06%"
"06/11/2020","6.6876","6.6374","6.7031","6.6206","","0.81%"
"06/10/2020","6.6341","6.6150","6.6793","6.5992","","0.49%"
"06/09/2020","6.6016","6.6280","6.6733","6.5918","","-0.40%"
"06/08/2020","6.6283","6.5724","6.6409","6.5686","","0.81%"
"06/05/2020","6.5753","6.5758","6.6217","6.5603","","0.10%"
"06/04/2020","6.5686","6.6417","6.6691","6.5528","","-1.05%"
"06/03/2020","6.6381","6.6635","6.6866","6.6274","","-0.32%"
"06/02/2020","6.6593","6.6533","6.6861","6.6420","","0.27%"
"06/01/2020","6.6416","6.6826","6.7013","6.6411","","-0.32%"
"05/29/2020","6.6632","6.7118","6.7316","6.6495","","-0.70%"
"05/28/2020","6.7100","6.7723","6.8007","6.6997","","-0.60%"
"05/27/2020","6.7504","6.7919","6.8211","6.7537","","-0.45%"
"05/26/2020","6.7808","6.7874","6.8105","6.7747","","-0.06%"
"05/25/2020","6.7846","6.7880","6.8080","6.7719","","0.31%"
"05/22/2020","6.7639","6.7832","6.8356","6.7677","","-0.17%"
"05/21/2020","6.7757","6.7878","6.8039","6.7584","","-0.03%"
"05/20/2020","6.7775","6.8373","6.8485","6.7687","","-0.86%"
"05/19/2020","6.8364","6.8416","6.8590","6.8035","","-0.03%"
"05/18/2020","6.8382","6.8923","6.9338","6.8337","","-1.02%"
"05/15/2020","6.9089","6.8879","6.9346","6.8745","","0.35%"
"05/14/2020","6.8850","6.9100","6.9458","6.8829","","-0.30%"
"05/13/2020","6.9057","6.8960","6.9227","6.8693","","0.35%"
"05/12/2020","6.8818","6.9698","6.9912","6.8581","","-1.18%"
"05/11/2020","6.9640","6.9215","6.9869","6.8986","","0.95%"
"05/08/2020","6.8984","6.9328","6.9611","6.8955","","-0.53%"
"05/07/2020","6.9349","6.9307","6.9557","6.9117","","0.12%"
"05/06/2020","6.9265","6.9483","6.9861","6.9174","","-0.19%"
"05/05/2020","6.9394","6.9545","7.0039","6.9265","","-0.18%"
"05/04/2020","6.9522","6.9332","7.0122","6.9218","","-0.03%"
"05/01/2020","6.9541","6.9165","6.9711","6.9021","","0.60%"
"04/30/2020","6.9124","6.9750","6.9999","6.9096","","-0.84%"
"04/29/2020","6.9710","6.9859","7.0155","6.9592","","-0.03%"
"04/28/2020","6.9732","7.0693","7.0841","6.9563","","-1.09%"
"04/27/2020","7.0504","7.0455","7.1040","7.0273","","0.29%"
"04/24/2020","7.0298","7.0670","7.1065","7.0371","","-0.48%"
"04/23/2020","7.0639","7.0717","7.1140","7.0452","","-0.06%"
"04/22/2020","7.0682","7.0519","7.0943","7.0354","","0.31%"
"04/21/2020","7.0464","7.0522","7.0858","7.0293","","0.08%"
"04/20/2020","7.0405","7.0261","7.0700","7.0085","","0.41%"
"04/17/2020","7.0120","7.0272","7.0675","7.0076","","-0.11%"
"04/16/2020","7.0197","7.0457","7.0658","6.9946","","-0.12%"
"04/15/2020","7.0284","7.0369","7.0761","6.9943","","-0.13%"
"04/14/2020","7.0378","7.0752","7.0848","7.0079","","-0.30%"
"04/13/2020","7.0588","7.0334","7.0875","7.0007","","0.64%"
"04/10/2020","7.0141","7.0243","7.0533","7.0095","","-0.08%"
"04/09/2020","7.0196","7.0651","7.0949","7.0023","","-0.52%"
"04/08/2020","7.0563","7.0580","7.0907","7.0203","","0.05%"
"04/07/2020","7.0527","7.0750","7.0870","6.9928","","-0.16%"
"04/06/2020","7.0640","7.0735","7.1137","7.0432","","0.18%"
"04/03/2020","7.0510","7.0608","7.1077","7.0389","","0.14%"
"04/02/2020","7.0411","6.9785","7.1144","6.9597","","1.32%"
"04/01/2020","6.9497","6.9696","7.0324","6.9202","","0.04%"
"03/31/2020","6.9466","7.0474","7.1140","6.9458","","-1.39%"
"03/30/2020","7.0446","6.9405","7.0776","6.9146","","1.57%"
"03/27/2020","6.9358","6.9658","7.0233","6.8928","","-0.40%"
"03/26/2020","6.9640","6.9886","7.0334","6.9116","","0.10%"
"03/25/2020","6.9573","7.0092","7.0575","6.9373","","-0.46%"
"03/24/2020","6.9893","7.1038","7.1341","6.9896","","-1.05%"
"03/23/2020","7.0636","7.1625","7.2110","6.9938","","-1.33%"
"03/20/2020","7.1590","7.1523","7.1899","7.0634","","0.15%"
"03/19/2020","7.1486","7.1117","7.2175","7.0735","","0.59%"
"03/18/2020","7.1065","6.9262","7.1727","6.8853","","2.66%"
"03/17/2020","6.9225","6.8850","7.0093","6.8454","","0.59%"
"03/16/2020","6.8818","6.8843","6.9527","6.7706","","0.28%"
"03/13/2020","6.8623","6.8977","6.9426","6.7877","","-0.46%"
"03/12/2020","6.8942","6.8217","7.0044","6.7878","","1.10%"
"03/11/2020","6.8194","6.8431","6.8513","6.7909","","-0.31%"
"03/10/2020","6.8404","6.8204","6.8608","6.7859","","0.33%"
"03/09/2020","6.8178","6.8130","6.8375","6.7241","","0.11%"
"03/06/2020","6.8102","6.8198","6.8355","6.7715","","-0.14%"
"03/05/2020","6.8196","6.8449","6.8527","6.8116","","-0.34%"
"03/04/2020","6.8431","6.8204","6.8773","6.8057","","0.41%"
"03/03/2020","6.8149","6.8604","6.8787","6.7529","","-0.61%"
"03/02/2020","6.8566","6.9146","6.9198","6.8281","","-0.40%"
"02/28/2020","6.8842","6.9238","6.9922","6.8870","","-0.53%"
"02/27/2020","6.9209","6.9667","6.9687","6.9034","","-0.62%"
"02/26/2020","6.9644","6.9454","6.9780","6.9412","","0.31%"
"02/25/2020","6.9430","6.9527","6.9775","6.9390","","-0.12%"
"02/24/2020","6.9514","6.9444","6.9880","6.9444","","0.12%"
"02/21/2020","6.9429","7.0031","7.0166","6.9387","","-0.80%"
"02/20/2020","6.9991","7.0182","7.0223","6.9631","","-0.24%"
"02/19/2020","7.0156","7.0285","7.0531","7.0113","","-0.15%"
"02/18/2020","7.0262","6.9745","7.0296","6.9692","","0.78%"
"02/17/2020","6.9721","6.9872","7.0093","6.9720","","-0.16%"
"02/14/2020","6.9830","6.9613","6.9876","6.9549","","0.34%"
"02/13/2020","6.9592","6.9479","6.9787","6.9342","","0.20%"
"02/12/2020","6.9452","6.9516","6.9575","6.9352","","-0.06%"
"02/11/2020","6.9492","6.9521","6.9727","6.9429","","0.01%"
"02/10/2020","6.9483","6.9524","6.9680","6.9355","","-0.02%"
"02/07/2020","6.9497","6.9447","6.9558","6.9076","","0.11%"
"02/06/2020","6.9424","6.9377","6.9612","6.9110","","0.09%"
"02/05/2020","6.9363","6.9967","7.0001","6.9163","","-0.86%"
"02/04/2020","6.9967","7.0490","7.0524","6.9954","","-0.71%"
"02/03/2020","7.0469","7.0520","7.0673","7.0270","","-0.05%"
"01/31/2020","7.0505","7.0760","7.0971","7.0451","","-0.34%"
"01/30/2020","7.0743","7.0710","7.0911","7.0525","","0.11%"
"01/29/2020","7.0662","7.0769","7.0861","7.0545","","-0.09%"
"01/28/2020","7.0729","7.0879","7.1021","7.0712","","-0.18%"
"01/27/2020","7.0860","7.0802","7.1003","7.0607","","0.19%"
"01/24/2020","7.0729","7.0524","7.0914","7.0495","","0.30%"
"01/23/2020","7.0518","7.0432","7.0680","7.0349","","0.15%"
"01/22/2020","7.0413","7.0571","7.0679","7.0398","","-0.21%"
"01/21/2020","7.0560","7.0680","7.0719","7.0338","","-0.12%"
"01/20/2020","7.0645","7.0623","7.0754","7.0543","","0.03%"
"01/17/2020","7.0624","7.0436","7.0690","7.0399","","0.30%"
"01/16/2020","7.0412","7.0303","7.0531","7.0196","","0.17%"
"01/15/2020","7.0289","7.0262","7.0421","7.0101","","0.06%"
"01/14/2020","7.0249","7.0291","7.0358","7.0123","","-0.02%"
"01/13/2020","7.0261","7.0430","7.0729","7.0216","","-0.23%"
"01/10/2020","7.0420","7.0216","7.0545","7.0171","","0.32%"
"01/09/2020","7.0192","7.0020","7.0296","6.9931","","0.27%"
"01/08/2020","7.0001","7.0047","7.0171","6.9780","","0.02%"
"01/07/2020","6.9984","6.9676","7.0110","6.9624","","0.48%"
"01/06/2020","6.9652","6.9639","6.9880","6.9552","","0.08%"
"01/03/2020","6.9596","6.9480","7.0068","6.9401","","0.18%"
"01/02/2020","6.9472","6.9633","6.9659","6.9202","","-0.21%"
"01/01/2020","6.9618","6.9653","6.9663","6.9518","","0.05%"
"12/31/2019","6.9580","6.9320","6.9732","6.9078","","0.42%"
"12/30/2019","6.9291","6.9011","6.9376","6.8906","","0.48%"
"12/27/2019","6.8961","6.9513","6.9577","6.8951","","-0.76%"
"12/26/2019","6.9489","6.9256","6.9751","6.9233","","0.39%"
"12/25/2019","6.9217","6.9471","6.9571","6.9190","","-0.33%"
"12/24/2019","6.9447","6.9570","6.9696","6.9402","","-0.14%"
"12/23/2019","6.9541","6.9409","6.9664","6.9271","","0.21%"
"12/20/2019","6.9397","6.9425","6.9574","6.9276","","-0.01%"
"12/19/2019","6.9405","6.9524","6.9690","6.9235","","-0.15%"
"12/18/2019","6.9508","6.9247","6.9556","6.9177","","0.42%"
"12/17/2019","6.9216","6.9114","6.9349","6.9024","","0.18%"
"12/16/2019","6.9090","6.9384","6.9385","6.8945","","-0.43%"
"12/13/2019","6.9386","6.9342","6.9493","6.8872","","0.10%"
"12/12/2019","6.9315","6.9207","6.9456","6.9051","","0.19%"
"12/11/2019","6.9186","6.9931","6.9951","6.9108","","-1.04%"
"12/10/2019","6.9915","7.0125","7.0209","6.9845","","-0.27%"
"12/09/2019","7.0101","6.9759","7.0175","6.9756","","0.46%"
"12/06/2019","6.9782","6.9770","6.9921","6.9587","","0.06%"
"12/05/2019","6.9738","6.9778","6.9915","6.9658","","-0.03%"
"12/04/2019","6.9757","6.9897","7.0072","6.9666","","-0.13%"
"12/03/2019","6.9848","6.9856","6.9952","6.9562","","0.01%"
"12/02/2019","6.9838","7.0032","7.0062","6.9706","","-0.18%"
"11/29/2019","6.9963","6.9988","7.0069","6.9788","","-0.02%"
"11/28/2019","6.9975","7.0174","7.0279","6.9917","","-0.26%"
"11/27/2019","7.0155","7.0305","7.0333","7.0075","","-0.19%"
"11/26/2019","7.0288","7.0649","7.0683","7.0203","","-0.47%"
"11/25/2019","7.0620","7.0598","7.0719","7.0108","","0.13%"
"11/22/2019","7.0526","7.0614","7.0739","7.0372","","-0.11%"
"11/21/2019","7.0601","7.0715","7.0861","7.0511","","-0.12%"
"11/20/2019","7.0689","7.0771","7.1400","7.0659","","-0.07%"
"11/19/2019","7.0741","7.0821","7.0960","7.0616","","-0.08%"
"11/18/2019","7.0797","7.0896","7.0914","7.0617","","-0.05%"
"11/15/2019","7.0833","7.1087","7.1137","7.0753","","-0.32%"
"11/14/2019","7.1063","7.1395","7.1592","7.1069","","-0.45%"
"11/13/2019","7.1385","7.1371","7.1662","7.1254","","0.07%"
"11/12/2019","7.1334","7.1251","7.1425","7.1196","","0.14%"
"11/11/2019","7.1236","7.1342","7.1435","7.1234","","-0.10%"
"11/08/2019","7.1310","7.0968","7.1494","7.0849","","0.56%"
"11/07/2019","7.0916","7.0782","7.1060","7.0561","","0.22%"
"11/06/2019","7.0763","7.1091","7.1150","7.0615","","-0.45%"
"11/05/2019","7.1081","7.0807","7.1204","7.0606","","0.40%"
"11/04/2019","7.0798","7.0432","7.0875","7.0333","","0.57%"
"11/01/2019","7.0398","7.0946","7.1089","7.0385","","-0.74%"
"10/31/2019","7.0924","7.0896","7.1030","7.0683","","0.13%"
"10/30/2019","7.0833","7.1203","7.1480","7.0862","","-0.51%"
"10/29/2019","7.1196","7.1240","7.1523","7.1180","","-0.02%"
"10/28/2019","7.1213","7.1038","7.1307","7.0950","","0.29%"
"10/25/2019","7.1005","7.0831","7.1174","7.0722","","0.29%"
"10/24/2019","7.0802","7.0766","7.0890","7.0143","","0.09%"
"10/23/2019","7.0737","7.0807","7.0964","7.0672","","-0.10%"
"10/22/2019","7.0811","7.0833","7.0903","7.0641","","0.00%"
"10/21/2019","7.0812","7.0671","7.0989","7.0515","","0.23%"
"10/18/2019","7.0647","7.1182","7.1200","7.0659","","-0.73%"
"10/17/2019","7.1168","7.1357","7.1794","7.1000","","-0.25%"
"10/16/2019","7.1344","7.1580","7.1631","7.1281","","-0.29%"
"10/15/2019","7.1549","7.1705","7.1857","7.1333","","-0.18%"
"10/14/2019","7.1681","7.1431","7.2003","7.1406","","0.40%"
"10/11/2019","7.1398","7.1566","7.1620","7.1264","","-0.21%"
"10/10/2019","7.1545","7.2113","7.2158","7.1318","","-0.77%"
"10/09/2019","7.2097","7.1941","7.2182","7.1831","","0.25%"
"10/08/2019","7.1915","7.1803","7.2021","7.1526","","0.19%"
"10/07/2019","7.1779","7.1385","7.1868","7.1224","","0.57%"
"10/04/2019","7.1369","7.1459","7.1569","7.1302","","-0.11%"
"10/03/2019","7.1447","7.1322","7.1709","7.1252","","0.21%"
"10/02/2019","7.1299","7.1321","7.1587","7.1167","","-0.01%"
"10/01/2019","7.1305","7.1220","7.1572","7.1126","","0.14%"
"09/30/2019","7.1202","7.0896","7.1280","7.0820","","0.48%"
"09/27/2019","7.0859","7.0645","7.1133","7.0532","","0.34%"
"09/26/2019","7.0622","7.0753","7.0802","7.0414","","-0.15%"
"09/25/2019","7.0729","7.0255","7.0785","7.0216","","0.73%"
"09/24/2019","7.0218","7.0441","7.0760","7.0223","","-0.27%"
"09/23/2019","7.0408","7.0438","7.0976","7.0396","","0.03%"
"09/20/2019","7.0389","7.0248","7.0759","7.0219","","0.21%"
"09/19/2019","7.0243","7.0693","7.0762","7.0192","","-0.58%"
"09/18/2019","7.0651","7.0381","7.0834","7.0333","","0.42%"
"09/17/2019","7.0353","7.0227","7.0625","7.0113","","0.22%"
"09/16/2019","7.0198","6.9967","7.0476","6.9787","","0.36%"
"09/13/2019","6.9944","6.9961","7.0111","6.9774","","-0.02%"
"09/12/2019","6.9958","7.0136","7.0716","6.9873","","-0.24%"
"09/11/2019","7.0129","7.0204","7.0360","7.0066","","-0.04%"
"09/10/2019","7.0158","7.0012","7.0750","6.9927","","0.24%"
"09/09/2019","6.9989","6.9785","7.0097","6.9741","","0.27%"
"09/06/2019","6.9799","7.0015","7.0063","6.9559","","-0.25%"
"09/05/2019","6.9977","7.0297","7.0412","6.9736","","-0.44%"
"09/04/2019","7.0285","7.0634","7.0681","7.0262","","-0.46%"
"09/03/2019","7.0610","7.0631","7.1023","7.0599","","-0.02%"
"09/02/2019","7.0625","7.0921","7.0921","7.0436","","-0.20%"
"08/30/2019","7.0763","7.0452","7.0906","7.0389","","0.46%"
"08/29/2019","7.0439","7.0027","7.0516","6.9948","","0.63%"
"08/28/2019","7.0001","6.9612","7.0093","6.9569","","0.58%"
"08/27/2019","6.9596","6.9664","6.9748","6.9249","","-0.08%"
"08/26/2019","6.9653","6.9258","6.9761","6.9099","","0.60%"
"08/23/2019","6.9235","6.9851","6.9924","6.9247","","-0.85%"
"08/22/2019","6.9828","6.9536","6.9877","6.9288","","0.46%"
"08/21/2019","6.9505","6.9962","7.0023","6.9486","","-0.61%"
"08/20/2019","6.9933","6.9844","7.0248","6.9766","","0.15%"
"08/19/2019","6.9831","6.9741","6.9927","6.9655","","0.15%"
"08/16/2019","6.9723","6.9419","6.9906","6.9364","","0.51%"
"08/15/2019","6.9371","6.9307","6.9539","6.9092","","0.12%"
"08/14/2019","6.9289","6.8970","6.9372","6.8659","","0.50%"
"08/13/2019","6.8942","6.8938","6.9161","6.8590","","0.04%"
"08/12/2019","6.8916","6.8888","6.9240","6.8724","","0.06%"
"08/09/2019","6.8878","6.9465","6.9503","6.8857","","-0.81%"
"08/08/2019","6.9441","6.9717","6.9729","6.9278","","-0.36%"
"08/07/2019","6.9693","6.9384","6.9742","6.9208","","0.51%"
"08/06/2019","6.9342","6.9350","6.9615","6.9044","","0.01%"
"08/05/2019","6.9332","6.9988","7.0093","6.9262","","-0.90%"
"08/02/2019","6.9964","7.0111","7.0296","6.9932","","-0.20%"
"08/01/2019","7.0107","7.0240","7.0514","7.0066","","-0.16%"
"07/31/2019","7.0221","6.9830","7.0506","6.9736","","0.58%"
"07/30/2019","6.9817","6.9248","6.9851","6.9181","","0.88%"
"07/29/2019","6.9205","6.9385","6.9458","6.9099","","-0.21%"
"07/26/2019","6.9348","6.9125","6.9459","6.9030","","0.39%"
"07/25/2019","6.9081","6.9099","6.9310","6.9005","","0.02%"
"07/24/2019","6.9068","6.9356","6.9526","6.9041","","-0.37%"
"07/23/2019","6.9326","6.9194","6.9449","6.9141","","0.24%"
"07/22/2019","6.9158","6.8991","6.9208","6.8934","","0.36%"
"07/19/2019","6.8911","6.8591","6.9061","6.8571","","0.55%"
"07/18/2019","6.8535","6.8823","6.8944","6.8520","","-0.39%"
"07/17/2019","6.8802","6.9124","6.9204","6.8724","","-0.41%"
"07/16/2019","6.9083","6.8980","6.9254","6.8886","","0.18%"
"07/15/2019","6.8957","6.9012","6.9133","6.8931","","-0.14%"
"07/12/2019","6.9054","6.9108","6.9161","6.8795","","-0.06%"
"07/11/2019","6.9092","6.9379","6.9416","6.9109","","-0.34%"
"07/10/2019","6.9330","6.9548","6.9640","6.9280","","-0.28%"
"07/09/2019","6.9524","6.9574","6.9788","6.9481","","-0.04%"
"07/08/2019","6.9551","6.9474","6.9636","6.9258","","0.19%"
"07/05/2019","6.9421","6.8766","6.9533","6.8721","","1.02%"
"07/04/2019","6.8721","6.8664","6.8848","6.8591","","0.10%"
"07/03/2019","6.8652","6.8807","6.8997","6.8522","","-0.18%"
"07/02/2019","6.8779","6.9074","6.9092","6.8701","","-0.37%"
"07/01/2019","6.9035","6.8640","6.9075","6.8550","","0.66%"
"06/28/2019","6.8584","6.8551","6.8755","6.8401","","0.09%"
